time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20160516:0746,378.27,54.03,441.96,1.72,72.1,29.77,4.28,0.0
20160516:0846,153.35,0.0,210.35,0.72,58.22,29.71,4.48,0.0
20160516:0946,128.31,0.0,178.9,0.62,44.08,29.52,4.97,0.0
20160516:1046,80.41,0.0,118.94,0.41,29.92,29.17,5.03,0.0
20160516:1146,55.2,2.04,85.32,0.3,15.83,28.88,5.17,0.0
20160516:1246,0.0,0.0,0.0,0.0,1.9,28.54,4.83,0.0
20160516:1346,0.0,0.0,0.0,0.0,0.0,28.19,4.62,0.0
20160516:1446,0.0,0.0,0.0,0.0,0.0,28.05,4.55,0.0
20160516:1546,0.0,0.0,0.0,0.0,0.0,27.0,4.97,0.0
20160516:1646,0.0,0.0,0.0,0.0,0.0,26.37,5.52,0.0
20160516:1746,0.0,0.0,0.0,0.0,0.0,26.34,4.0,0.0
20160516:1846,0.0,0.0,0.0,0.0,0.0,26.28,5.38,0.0
20160516:1946,0.0,0.0,0.0,0.0,0.0,26.36,4.9,0.0
20160516:2046,0.0,0.0,0.0,0.0,0.0,26.21,4.69,0.0
20160516:2146,0.0,0.0,0.0,0.0,0.0,26.26,4.9,0.0
20160516:2246,0.0,0.0,0.0,0.0,0.0,26.23,4.14,0.0
20160516:2346,0.0,0.0,0.0,0.0,0.0,26.1,4.83,0.0
20160517:0046,0.0,0.0,4.91,0.02,6.48,26.08,5.1,0.0
20160517:0146,24.91,0.0,46.2,0.16,20.46,26.24,5.93,0.0
20160517:0246,53.45,0.0,83.55,0.29,34.56,26.11,6.34,0.0
20160517:0346,48.69,0.0,77.65,0.27,48.71,26.67,6.48,0.0
20160517:0446,73.69,0.0,109.11,0.38,62.78,26.56,6.9,0.0
20160517:0546,173.94,0.0,231.97,0.8,76.32,26.59,6.21,0.0
20160517:0646,125.47,0.0,173.0,0.6,83.1,26.89,6.62,0.0
20160517:0746,53.41,0.0,83.55,0.29,72.03,26.36,7.1,0.0
20160517:0846,45.68,0.0,73.72,0.25,58.2,26.48,6.83,0.0
20160517:0946,32.86,0.0,57.01,0.2,44.08,26.71,7.03,0.0
20160517:1046,34.38,0.0,58.98,0.2,29.94,26.43,6.34,0.0
20160517:1146,19.29,0.0,38.33,0.13,15.87,25.95,5.93,0.0
20160517:1246,0.0,0.0,0.97,0.0,1.96,26.04,5.24,0.0
20160517:1346,0.0,0.0,0.0,0.0,0.0,26.24,5.66,0.0
20160517:1446,0.0,0.0,0.0,0.0,0.0,26.16,5.79,0.0
20160517:1546,0.0,0.0,0.0,0.0,0.0,26.08,5.52,0.0
20160517:1646,0.0,0.0,0.0,0.0,0.0,26.09,4.76,0.0
20160517:1746,0.0,0.0,0.0,0.0,0.0,26.1,4.9,0.0
20160517:1846,0.0,0.0,0.0,0.0,0.0,26.36,9.24,0.0
20160517:1946,0.0,0.0,0.0,0.0,0.0,26.3,8.69,0.0
20160517:2046,0.0,0.0,0.0,0.0,0.0,26.19,8.28,0.0
20160517:2146,0.0,0.0,0.0,0.0,0.0,26.04,8.07,0.0
20160517:2246,0.0,0.0,0.0,0.0,0.0,25.93,8.07,0.0
20160517:2346,0.0,0.0,0.0,0.0,0.0,25.96,8.69,0.0
20160518:0046,0.03,0.0,5.9,0.02,6.52,25.78,8.97,0.0
20160518:0146,10.0,0.0,24.57,0.08,20.48,25.7,8.14,0.0
20160518:0246,23.52,0.0,44.23,0.15,34.56,26.02,7.45,0.0
20160518:0346,37.38,0.0,62.91,0.22,48.69,26.39,6.9,0.0
20160518:0446,48.67,0.0,77.65,0.27,62.74,26.79,6.97,0.0
20160518:0546,55.45,0.0,86.5,0.3,76.21,27.33,6.76,0.0
20160518:0646,57.17,0.0,88.46,0.3,82.89,26.85,7.79,0.0
20160518:0746,53.15,0.0,83.55,0.29,71.97,27.38,7.93,0.0
20160518:0846,45.35,0.0,73.72,0.25,58.18,27.89,6.97,0.0
20160518:0946,32.58,0.0,57.01,0.2,44.09,28.25,5.86,0.0
20160518:1046,19.05,0.0,38.33,0.13,29.96,28.25,4.83,0.0
20160518:1146,12.42,0.0,28.51,0.1,15.91,27.63,4.41,0.0
20160518:1246,0.0,0.0,0.97,0.0,2.02,27.08,4.69,0.0
20160518:1346,0.0,0.0,0.0,0.0,0.0,27.04,5.52,0.0
20160518:1446,0.0,0.0,0.0,0.0,0.0,26.83,6.48,0.0
20160518:1546,0.0,0.0,0.0,0.0,0.0,27.15,6.48,0.0
20160518:1646,0.0,0.0,0.0,0.0,0.0,27.0,6.21,0.0
20160518:1746,0.0,0.0,0.0,0.0,0.0,26.71,5.93,0.0
20160518:1846,0.0,0.0,0.0,0.0,0.0,26.71,6.69,0.0
20160518:1946,0.0,0.0,0.0,0.0,0.0,26.44,6.62,0.0
20160518:2046,0.0,0.0,0.0,0.0,0.0,26.34,6.14,0.0
20160518:2146,0.0,0.0,0.0,0.0,0.0,26.53,5.86,0.0
20160518:2246,0.0,0.0,0.0,0.0,0.0,26.9,6.28,0.0
20160518:2346,0.0,0.0,0.0,0.0,0.0,27.29,6.76,0.0
20160519:0046,5.71,0.0,17.69,0.06,6.55,27.57,6.62,0.0
20160519:0146,27.54,0.0,50.13,0.17,20.49,27.99,6.48,0.0
20160519:0246,82.23,0.0,120.9,0.42,34.56,28.71,5.79,0.0
20160519:0346,260.6,23.72,319.14,1.19,48.67,29.19,5.03,0.0
20160519:0446,170.84,0.0,231.97,0.8,62.69,29.25,3.86,0.0
20160519:0546,136.34,0.0,189.71,0.65,76.1,29.64,2.9,0.0
20160519:0646,77.67,0.0,115.99,0.4,82.69,30.47,6.76,0.0
20160519:0746,132.35,0.0,184.79,0.64,71.91,31.28,7.59,0.0
20160519:0846,177.57,0.0,241.8,0.83,58.17,31.9,7.31,0.0
20160519:0946,219.57,15.1,279.82,1.02,44.09,32.15,6.28,0.0
20160519:1046,103.02,0.83,148.4,0.51,29.99,31.38,2.48,0.0
20160519:1146,56.36,2.02,87.28,0.31,15.95,29.75,3.38,0.0
20160519:1246,0.33,0.0,6.8,0.02,2.08,28.0,2.9,0.0
20160519:1346,0.0,0.0,0.0,0.0,0.0,27.4,1.45,0.0
20160519:1446,0.0,0.0,0.0,0.0,0.0,26.93,1.86,0.0
20160519:1546,0.0,0.0,0.0,0.0,0.0,26.54,2.55,0.0
20160519:1646,0.0,0.0,0.0,0.0,0.0,25.98,1.59,0.0
20160519:1746,0.0,0.0,0.0,0.0,0.0,26.21,2.9,0.0
20160519:1846,0.0,0.0,0.0,0.0,0.0,27.62,6.34,0.0
20160519:1946,0.0,0.0,0.0,0.0,0.0,27.77,6.48,0.0
20160519:2046,0.0,0.0,0.0,0.0,0.0,27.81,6.62,0.0
20160519:2146,0.0,0.0,0.0,0.0,0.0,27.67,6.55,0.0
20160519:2246,0.0,0.0,0.0,0.0,0.0,27.66,6.14,0.0
20160519:2346,0.0,0.0,0.0,0.0,0.0,27.72,5.31,0.0
20160520:0046,0.74,0.0,7.86,0.03,6.58,27.75,4.55,0.0
20160520:0146,73.1,1.57,108.05,0.38,20.5,28.36,4.28,0.0
20160520:0246,267.68,99.92,253.65,1.27,34.56,29.44,4.28,0.0
20160520:0346,211.3,6.38,277.11,0.98,48.65,30.63,4.9,0.0
20160520:0446,467.27,195.59,416.95,2.16,62.64,31.56,5.31,0.0
20160520:0546,410.91,78.41,463.46,1.88,75.99,31.96,5.24,0.0
20160520:0646,513.89,210.95,474.34,2.4,82.49,32.92,4.34,0.0
20160520:0746,535.63,301.43,417.07,2.55,71.84,33.14,3.59,0.0
20160520:0846,320.4,44.78,385.69,1.5,58.15,33.75,3.52,0.0
20160520:0946,411.4,317.63,231.6,2.03,44.1,33.87,3.31,0.0
20160520:1046,211.98,70.65,220.66,1.06,30.01,33.21,3.17,0.0
20160520:1146,93.38,45.61,104.29,0.61,15.99,32.24,2.21,0.0
20160520:1246,1.07,0.0,8.74,0.03,2.13,31.42,2.76,0.0
20160520:1346,0.0,0.0,0.0,0.0,0.0,30.75,3.66,0.0
20160520:1446,0.0,0.0,0.0,0.0,0.0,30.5,4.0,0.0
20160520:1546,0.0,0.0,0.0,0.0,0.0,30.26,4.21,0.0
20160520:1646,0.0,0.0,0.0,0.0,0.0,30.1,4.41,0.0
20160520:1746,0.0,0.0,0.0,0.0,0.0,29.79,4.34,0.0
20160520:1846,0.0,0.0,0.0,0.0,0.0,29.71,4.69,0.0
20160520:1946,0.0,0.0,0.0,0.0,0.0,29.44,4.55,0.0
20160520:2046,0.0,0.0,0.0,0.0,0.0,29.19,4.34,0.0
20160520:2146,0.0,0.0,0.0,0.0,0.0,28.99,4.28,0.0
20160520:2246,0.0,0.0,0.0,0.0,0.0,28.79,4.0,0.0
20160520:2346,0.0,0.0,0.0,0.0,0.0,28.57,4.0,0.0
20160521:0046,2.03,0.0,10.81,0.04,6.61,28.46,4.14,0.0
20160521:0146,153.75,97.27,125.76,0.87,20.52,28.96,4.21,0.0
20160521:0246,327.94,243.22,187.91,1.61,34.55,29.84,4.55,0.0
20160521:0346,503.04,471.32,181.97,2.4,48.62,30.72,4.9,0.0
20160521:0446,617.47,613.88,197.58,2.94,62.59,31.44,4.76,0.0
20160521:0546,699.33,784.18,149.2,3.37,75.88,32.31,4.48,0.0
20160521:0646,707.52,823.39,138.46,3.48,82.3,33.53,3.59,0.0
20160521:0746,670.9,779.19,133.14,3.32,71.78,34.06,3.31,0.0
20160521:0846,587.78,652.65,135.08,2.9,58.13,34.05,3.59,0.0
20160521:0946,447.05,425.28,163.56,2.21,44.11,33.18,4.69,0.0
20160521:1046,233.28,104.52,211.22,1.17,30.04,31.94,5.38,0.0
20160521:1146,96.38,58.82,97.03,0.66,16.03,30.88,5.38,0.0
20160521:1246,1.5,0.0,9.71,0.03,2.19,30.16,5.59,0.0
20160521:1346,0.0,0.0,0.0,0.0,0.0,29.84,5.59,0.0
20160521:1446,0.0,0.0,0.0,0.0,0.0,29.67,5.52,0.0
20160521:1546,0.0,0.0,0.0,0.0,0.0,29.59,5.52,0.0
20160521:1646,0.0,0.0,0.0,0.0,0.0,29.55,5.72,0.0
20160521:1746,0.0,0.0,0.0,0.0,0.0,29.47,5.79,0.0
20160521:1846,0.0,0.0,0.0,0.0,0.0,29.65,5.93,0.0
20160521:1946,0.0,0.0,0.0,0.0,0.0,29.45,5.72,0.0
20160521:2046,0.0,0.0,0.0,0.0,0.0,29.29,5.31,0.0
20160521:2146,0.0,0.0,0.0,0.0,0.0,29.11,4.9,0.0
20160521:2246,0.0,0.0,0.0,0.0,0.0,28.93,4.41,0.0
20160521:2346,0.0,0.0,0.0,0.0,0.0,28.74,4.07,0.0
20160522:0046,21.38,3.49,40.99,0.19,6.63,28.65,3.66,0.0
20160522:0146,23.05,0.0,44.23,0.15,20.52,29.45,3.31,0.0
20160522:0246,334.39,273.35,169.87,1.67,34.54,30.57,3.52,0.0
20160522:0346,490.51,452.52,193.61,2.37,48.59,31.53,3.45,0.0
20160522:0446,607.12,613.2,196.49,2.94,62.53,32.37,3.59,0.0
20160522:0546,674.96,714.46,194.97,3.28,75.77,32.98,3.79,0.0
20160522:0646,683.95,750.85,187.08,3.39,82.11,33.94,2.97,0.0
20160522:0746,661.81,768.22,139.83,3.31,71.73,34.49,2.76,0.0
20160522:0846,580.41,651.92,134.04,2.9,58.12,34.72,2.9,0.0
20160522:0946,452.32,470.71,132.47,2.28,44.12,34.23,3.52,0.0
20160522:1046,280.14,264.13,119.76,1.52,30.06,33.21,4.07,0.0
20160522:1146,96.28,58.63,97.91,0.66,16.08,32.04,4.48,0.0
20160522:1246,1.93,0.0,10.68,0.04,2.25,31.01,4.83,0.0
20160522:1346,0.0,0.0,0.0,0.0,0.0,30.44,5.24,0.0
20160522:1446,0.0,0.0,0.0,0.0,0.0,30.1,5.38,0.0
20160522:1546,0.0,0.0,0.0,0.0,0.0,29.9,5.38,0.0
20160522:1646,0.0,0.0,0.0,0.0,0.0,29.81,5.72,0.0
20160522:1746,0.0,0.0,0.0,0.0,0.0,29.74,6.21,0.0
20160522:1846,0.0,0.0,0.0,0.0,0.0,29.63,6.07,0.0
20160522:1946,0.0,0.0,0.0,0.0,0.0,29.47,5.79,0.0
20160522:2046,0.0,0.0,0.0,0.0,0.0,29.31,5.38,0.0
20160522:2146,0.0,0.0,0.0,0.0,0.0,29.19,4.83,0.0
20160522:2246,0.0,0.0,0.0,0.0,0.0,29.08,4.28,0.0
20160522:2346,0.0,0.0,0.0,0.0,0.0,29.01,3.93,0.0
20160523:0046,21.31,3.43,40.98,0.19,6.66,29.04,3.66,0.0
20160523:0146,158.49,126.3,107.95,0.94,20.53,29.79,3.24,0.0
20160523:0246,340.08,299.02,153.01,1.71,34.53,30.98,3.38,0.0
20160523:0346,492.47,469.18,181.74,2.39,48.56,32.01,3.31,0.0
20160523:0446,594.78,588.52,211.08,2.9,62.48,33.04,3.1,0.0
20160523:0546,655.71,686.78,211.52,3.24,75.65,33.95,2.76,0.0
20160523:0646,672.01,749.21,186.98,3.38,81.93,34.9,2.21,0.0
20160523:0746,620.57,650.03,217.72,3.15,71.67,35.39,1.66,0.0
20160523:0846,524.09,465.41,255.98,2.63,58.11,35.43,1.72,0.0
20160523:0946,315.56,101.62,322.64,1.51,44.13,34.28,3.52,0.0
20160523:1046,260.25,181.01,173.23,1.36,30.09,32.64,4.55,0.0
20160523:1146,97.61,77.06,85.68,0.72,16.12,31.32,4.69,0.0
20160523:1246,2.4,0.0,11.65,0.04,2.31,30.44,4.83,0.0
20160523:1346,0.0,0.0,0.0,0.0,0.0,30.0,5.1,0.0
20160523:1446,0.0,0.0,0.0,0.0,0.0,29.8,5.17,0.0
20160523:1546,0.0,0.0,0.0,0.0,0.0,29.69,5.24,0.0
20160523:1646,0.0,0.0,0.0,0.0,0.0,29.61,5.31,0.0
20160523:1746,0.0,0.0,0.0,0.0,0.0,29.56,5.24,0.0
20160523:1846,0.0,0.0,0.0,0.0,0.0,29.48,5.72,0.0
20160523:1946,0.0,0.0,0.0,0.0,0.0,29.34,5.52,0.0
20160523:2046,0.0,0.0,0.0,0.0,0.0,29.2,5.24,0.0
20160523:2146,0.0,0.0,0.0,0.0,0.0,29.05,4.9,0.0
20160523:2246,0.0,0.0,0.0,0.0,0.0,28.91,4.48,0.0
20160523:2346,0.0,0.0,0.0,0.0,0.0,28.78,3.86,0.0
20160524:0046,21.97,3.37,41.9,0.19,6.67,28.7,3.1,0.0
20160524:0146,157.97,125.93,107.86,0.94,20.53,29.59,2.69,0.0
20160524:0246,338.14,298.51,151.95,1.71,34.51,30.83,2.9,0.0
20160524:0346,490.55,467.68,181.64,2.39,48.53,31.84,3.03,0.0
20160524:0446,600.49,610.05,196.28,2.93,62.42,32.64,3.03,0.0
20160524:0546,674.69,752.13,167.43,3.33,75.54,33.46,3.03,0.0
20160524:0646,681.96,790.36,157.64,3.43,81.76,34.58,2.28,0.0
20160524:0746,656.59,765.81,139.66,3.3,71.62,34.98,2.55,0.0
20160524:0846,581.33,649.61,134.82,2.9,58.1,34.77,3.24,0.0
20160524:0946,452.02,463.32,137.08,2.27,44.14,33.9,3.86,0.0
20160524:1046,279.89,263.2,119.59,1.52,30.12,32.87,4.21,0.0
20160524:1146,96.58,75.51,85.8,0.71,16.17,31.73,4.48,0.0
20160524:1246,2.4,0.0,11.65,0.04,2.37,30.61,4.97,0.0
20160524:1346,0.0,0.0,0.0,0.0,0.0,30.03,4.97,0.0
20160524:1446,0.0,0.0,0.0,0.0,0.0,29.73,5.1,0.0
20160524:1546,0.0,0.0,0.0,0.0,0.0,29.55,6.0,0.0
20160524:1646,0.0,0.0,0.0,0.0,0.0,29.55,6.69,0.0
20160524:1746,0.0,0.0,0.0,0.0,0.0,29.59,6.48,0.0
20160524:1846,0.0,0.0,0.0,0.0,0.0,29.47,6.21,0.0
20160524:1946,0.0,0.0,0.0,0.0,0.0,29.35,5.93,0.0
20160524:2046,0.0,0.0,0.0,0.0,0.0,29.16,5.52,0.0
20160524:2146,0.0,0.0,0.0,0.0,0.0,29.09,5.1,0.0
20160524:2246,0.0,0.0,0.0,0.0,0.0,29.04,4.69,0.0
20160524:2346,0.0,0.0,0.0,0.0,0.0,29.03,4.07,0.0
20160525:0046,10.42,0.0,25.56,0.09,6.69,29.07,3.38,0.0
20160525:0146,146.12,77.51,135.17,0.82,20.53,29.92,2.9,0.0
20160525:0246,337.29,298.01,151.84,1.71,34.5,31.19,3.03,0.0
20160525:0346,489.87,467.1,181.52,2.39,48.5,32.14,3.17,0.0
20160525:0446,573.61,511.7,258.05,2.78,62.36,33.27,3.31,0.0
20160525:0546,627.16,574.03,282.07,3.08,75.42,34.17,2.97,0.0
20160525:0646,642.39,641.01,255.38,3.23,81.59,35.34,2.07,0.0
20160525:0746,640.57,737.42,158.01,3.26,71.56,35.68,1.86,0.0
20160525:0846,561.11,563.51,191.98,2.78,58.09,34.95,3.52,0.0
20160525:0946,437.42,400.17,177.79,2.17,44.16,33.65,4.62,0.0
20160525:1046,263.87,192.75,165.94,1.39,30.15,32.48,4.83,0.0
20160525:1146,96.22,53.51,101.17,0.65,16.21,31.46,4.76,0.0
20160525:1246,2.88,0.0,12.62,0.04,2.44,30.61,5.31,0.0
20160525:1346,0.0,0.0,0.0,0.0,0.0,30.11,5.59,0.0
20160525:1446,0.0,0.0,0.0,0.0,0.0,29.85,5.66,0.0
20160525:1546,0.0,0.0,0.0,0.0,0.0,29.79,6.07,0.0
20160525:1646,0.0,0.0,0.0,0.0,0.0,29.93,6.0,0.0
20160525:1746,0.0,0.0,0.0,0.0,0.0,30.01,5.31,0.0
20160525:1846,0.0,0.0,0.0,0.0,0.0,29.66,4.97,0.0
20160525:1946,0.0,0.0,0.0,0.0,0.0,29.52,4.48,0.0
20160525:2046,0.0,0.0,0.0,0.0,0.0,29.38,4.14,0.0
20160525:2146,0.0,0.0,0.0,0.0,0.0,29.22,3.93,0.0
20160525:2246,0.0,0.0,0.0,0.0,0.0,29.41,4.0,0.0
20160525:2346,0.0,0.0,0.0,0.0,0.0,29.63,4.14,0.0
20160526:0046,21.83,3.24,41.87,0.19,6.7,29.53,4.0,0.0
20160526:0146,149.16,85.78,131.67,0.85,20.52,30.08,3.72,0.0
20160526:0246,285.54,143.12,237.3,1.39,34.48,31.24,3.86,0.0
20160526:0346,475.46,415.01,213.8,2.31,48.46,32.52,3.59,0.0
20160526:0446,587.8,584.87,210.75,2.89,62.29,33.69,2.76,0.0
20160526:0546,643.43,696.01,202.39,3.25,75.31,34.66,1.72,0.0
20160526:0646,651.62,745.35,185.72,3.37,81.43,35.42,0.97,0.0
20160526:0746,561.94,447.22,340.65,2.83,71.52,35.62,1.24,0.0
20160526:0846,576.73,628.33,147.22,2.87,58.08,34.83,3.59,0.0
20160526:0946,446.96,438.44,152.38,2.24,44.17,33.51,4.34,0.0
20160526:1046,279.87,263.18,119.41,1.52,30.19,32.46,3.86,0.0
20160526:1146,96.53,53.38,102.06,0.65,16.26,31.67,3.24,0.0
20160526:1246,1.49,0.0,9.71,0.03,2.5,30.81,3.24,0.0
20160526:1346,0.0,0.0,0.0,0.0,0.0,30.29,3.52,0.0
20160526:1446,0.0,0.0,0.0,0.0,0.0,30.01,3.93,0.0
20160526:1546,0.0,0.0,0.0,0.0,0.0,29.82,4.07,0.0
20160526:1646,0.0,0.0,0.0,0.0,0.0,29.64,4.28,0.0
20160526:1746,0.0,0.0,0.0,0.0,0.0,29.61,4.76,0.0
20160526:1846,0.0,0.0,0.0,0.0,0.0,29.49,5.38,0.0
20160526:1946,0.0,0.0,0.0,0.0,0.0,29.43,5.45,0.0
20160526:2046,0.0,0.0,0.0,0.0,0.0,29.37,5.1,0.0
20160526:2146,0.0,0.0,0.0,0.0,0.0,29.27,4.55,0.0
20160526:2246,0.0,0.0,0.0,0.0,0.0,29.07,4.14,0.0
20160526:2346,0.0,0.0,0.0,0.0,0.0,28.89,3.59,0.0
20160527:0046,0.01,0.0,5.9,0.02,6.71,28.94,2.97,0.0
20160527:0146,9.74,0.0,24.57,0.08,20.52,29.92,2.62,0.0
20160527:0246,28.42,0.0,52.1,0.18,34.46,31.32,2.76,0.0
20160527:0346,191.8,3.61,259.45,0.91,48.42,32.55,2.62,0.0
20160527:0446,467.91,235.56,400.26,2.26,62.23,33.6,1.93,0.0
20160527:0546,619.81,595.27,266.1,3.11,75.2,34.48,1.79,0.0
20160527:0646,657.25,730.81,194.42,3.35,81.27,34.6,1.45,0.0
20160527:0746,457.05,188.87,451.94,2.26,71.47,34.78,0.34,0.0
20160527:0846,542.0,541.56,204.49,2.75,58.08,34.32,1.38,0.0
20160527:0946,437.95,399.25,178.54,2.18,44.19,32.05,3.59,0.0
20160527:1046,273.24,233.22,139.82,1.47,30.22,31.67,3.03,0.0
20160527:1146,97.26,60.48,97.43,0.67,16.31,31.23,3.66,0.0
20160527:1246,2.88,0.0,12.62,0.04,2.56,30.5,4.14,0.0
20160527:1346,0.0,0.0,0.0,0.0,0.0,30.3,5.03,0.0
20160527:1446,0.0,0.0,0.0,0.0,0.0,30.01,5.52,0.0
20160527:1546,0.0,0.0,0.0,0.0,0.0,29.63,5.1,0.0
20160527:1646,0.0,0.0,0.0,0.0,0.0,29.13,5.1,0.0
20160527:1746,0.0,0.0,0.0,0.0,0.0,28.83,4.34,0.0
20160527:1846,0.0,0.0,0.0,0.0,0.0,29.38,4.48,0.0
20160527:1946,0.0,0.0,0.0,0.0,0.0,28.96,4.9,0.0
20160527:2046,0.0,0.0,0.0,0.0,0.0,28.6,4.41,0.0
20160527:2146,0.0,0.0,0.0,0.0,0.0,28.28,4.14,0.0
20160527:2246,0.0,0.0,0.0,0.0,0.0,28.09,3.93,0.0
20160527:2346,0.0,0.0,0.0,0.0,0.0,27.97,3.72,0.0
20160528:0046,2.04,0.0,10.81,0.04,6.71,28.08,3.59,0.0
20160528:0146,148.53,85.3,130.58,0.85,20.51,29.09,3.66,0.0
20160528:0246,328.54,263.72,171.28,1.65,34.43,30.52,3.93,0.0
20160528:0346,480.3,429.39,202.79,2.33,48.38,32.01,3.86,0.0
20160528:0446,550.93,439.43,299.24,2.67,62.17,33.38,3.38,0.0
20160528:0546,503.57,234.39,449.95,2.41,75.09,34.44,2.83,0.0
20160528:0646,493.15,214.99,468.82,2.41,81.12,34.71,1.31,0.0
20160528:0746,590.63,573.5,263.32,3.03,71.43,35.17,0.76,0.0
20160528:0846,549.42,561.91,190.73,2.78,58.08,35.08,2.0,0.0
20160528:0946,434.81,398.82,178.46,2.18,44.21,33.67,3.86,0.0
20160528:1046,252.94,155.81,187.21,1.31,30.26,32.07,4.83,0.0
20160528:1146,95.62,42.64,108.1,0.61,16.36,31.23,5.17,0.0
20160528:1246,3.38,0.0,13.6,0.05,2.62,30.34,5.66,0.0
20160528:1346,0.0,0.0,0.0,0.0,0.0,29.92,5.52,0.0
20160528:1446,0.0,0.0,0.0,0.0,0.0,29.72,5.52,0.0
20160528:1546,0.0,0.0,0.0,0.0,0.0,29.71,5.72,0.0
20160528:1646,0.0,0.0,0.0,0.0,0.0,29.84,5.66,0.0
20160528:1746,0.0,0.0,0.0,0.0,0.0,29.59,4.97,0.0
20160528:1846,0.0,0.0,0.0,0.0,0.0,29.57,3.86,0.0
20160528:1946,0.0,0.0,0.0,0.0,0.0,29.16,3.31,0.0
20160528:2046,0.0,0.0,0.0,0.0,0.0,28.74,3.31,0.0
20160528:2146,0.0,0.0,0.0,0.0,0.0,28.44,3.03,0.0
20160528:2246,0.0,0.0,0.0,0.0,0.0,28.17,2.48,0.0
20160528:2346,0.0,0.0,0.0,0.0,0.0,27.95,2.34,0.0
20160529:0046,20.89,2.28,40.53,0.18,6.71,28.03,2.21,0.0
20160529:0146,140.03,60.55,141.81,0.77,20.5,29.04,2.62,0.0
20160529:0246,296.63,171.81,222.61,1.46,34.41,30.24,3.1,0.0
20160529:0346,472.86,403.69,218.43,2.29,48.34,31.48,3.59,0.0
20160529:0446,589.66,559.36,224.19,2.85,62.1,32.74,4.07,0.0
20160529:0546,639.98,604.47,258.99,3.12,74.98,33.69,3.79,0.0
20160529:0646,670.16,769.47,166.95,3.4,80.97,33.78,1.66,0.0
20160529:0746,616.01,656.74,208.32,3.15,71.38,34.14,1.03,0.0
20160529:0846,407.55,162.99,398.13,1.99,58.08,34.16,0.76,0.0
20160529:0946,222.06,18.43,285.56,1.06,44.23,33.52,2.0,0.0
20160529:1046,112.34,1.64,160.16,0.56,30.29,32.58,2.9,0.0
20160529:1146,92.58,32.08,112.39,0.57,16.41,31.4,3.17,0.0
20160529:1246,3.89,0.0,14.57,0.05,2.68,30.22,3.17,0.0
20160529:1346,0.0,0.0,0.0,0.0,0.0,29.64,3.31,0.0
20160529:1446,0.0,0.0,0.0,0.0,0.0,29.41,3.86,0.0
20160529:1546,0.0,0.0,0.0,0.0,0.0,29.41,4.62,0.0
20160529:1646,0.0,0.0,0.0,0.0,0.0,29.41,4.9,0.0
20160529:1746,0.0,0.0,0.0,0.0,0.0,29.26,4.69,0.0
20160529:1846,0.0,0.0,0.0,0.0,0.0,29.32,4.14,0.0
20160529:1946,0.0,0.0,0.0,0.0,0.0,29.18,4.14,0.0
20160529:2046,0.0,0.0,0.0,0.0,0.0,29.05,4.21,0.0
20160529:2146,0.0,0.0,0.0,0.0,0.0,28.86,3.86,0.0
20160529:2246,0.0,0.0,0.0,0.0,0.0,28.64,3.38,0.0
20160529:2346,0.0,0.0,0.0,0.0,0.0,28.47,2.97,0.0
20160530:0046,21.26,4.21,40.78,0.21,6.71,28.51,2.62,0.0
20160530:0146,146.6,82.55,131.54,0.84,20.48,29.48,2.69,0.0
20160530:0246,285.84,149.14,232.9,1.41,34.38,30.77,2.76,0.0
20160530:0346,382.59,174.63,334.73,1.82,48.3,31.94,2.62,0.0
20160530:0446,531.76,401.03,318.92,2.59,62.04,33.0,2.21,0.0
20160530:0546,575.42,430.11,361.75,2.83,74.87,33.84,1.93,0.0
20160530:0646,592.25,464.48,357.62,2.95,80.83,34.51,1.79,0.0
20160530:0746,619.57,655.32,208.24,3.15,71.35,34.71,1.59,0.0
20160530:0846,543.6,519.34,217.91,2.72,58.08,34.53,2.55,0.0
20160530:0946,434.02,398.02,178.29,2.18,44.25,33.7,3.86,0.0
20160530:1046,260.36,180.76,173.61,1.38,30.33,32.47,4.41,0.0
20160530:1146,96.94,49.02,105.31,0.64,16.46,31.42,4.41,0.0
20160530:1246,2.87,0.0,12.62,0.04,2.75,30.71,4.55,0.0
20160530:1346,0.0,0.0,0.0,0.0,0.0,30.22,4.69,0.0
20160530:1446,0.0,0.0,0.0,0.0,0.0,29.87,4.76,0.0
20160530:1546,0.0,0.0,0.0,0.0,0.0,29.63,4.9,0.0
20160530:1646,0.0,0.0,0.0,0.0,0.0,29.57,5.1,0.0
20160530:1746,0.0,0.0,0.0,0.0,0.0,29.5,5.1,0.0
20160530:1846,0.0,0.0,0.0,0.0,0.0,29.52,4.62,0.0
20160530:1946,0.0,0.0,0.0,0.0,0.0,29.39,4.0,0.0
20160530:2046,0.0,0.0,0.0,0.0,0.0,29.22,3.45,0.0
20160530:2146,0.0,0.0,0.0,0.0,0.0,29.02,3.1,0.0
20160530:2246,0.0,0.0,0.0,0.0,0.0,28.72,2.83,0.0
20160530:2346,0.0,0.0,0.0,0.0,0.0,28.44,2.69,0.0
20160531:0046,20.8,2.18,40.5,0.18,6.71,28.43,2.48,0.0
20160531:0146,150.82,101.4,120.72,0.89,20.47,29.43,2.62,0.0
20160531:0246,275.91,127.4,241.3,1.35,34.35,30.55,2.76,0.0
20160531:0346,404.62,220.31,317.2,1.94,48.25,31.83,2.76,0.0
