time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20150115:2046,0.0,0.0,0.0,0.0,0.0,23.14,2.62,0.0
20150115:2146,0.0,0.0,0.0,0.0,0.0,22.9,2.41,0.0
20150115:2246,0.0,0.0,0.0,0.0,0.0,22.85,2.28,0.0
20150115:2346,0.0,0.0,0.0,0.0,0.0,22.69,2.21,0.0
20150116:0046,0.0,0.0,0.0,0.0,0.0,22.53,2.21,0.0
20150116:0146,91.78,83.17,60.73,0.34,8.26,22.87,2.14,0.0
20150116:0246,299.43,249.96,139.08,1.07,21.38,24.35,2.62,0.0
20150116:0346,489.7,442.13,183.53,1.81,33.72,25.31,3.31,0.0
20150116:0446,629.72,598.75,211.43,2.4,44.63,26.1,4.21,0.0
20150116:0546,199.88,1.15,263.48,0.91,52.81,26.57,4.34,0.0
20150116:0646,520.84,236.88,432.96,2.15,56.2,26.94,4.9,0.0
20150116:0746,473.48,187.03,421.37,1.97,53.45,27.36,5.1,0.0
20150116:0846,446.91,206.23,365.71,1.82,45.69,27.29,5.24,0.0
20150116:0946,385.11,214.93,276.24,1.52,35.0,26.93,5.31,0.0
20150116:1046,318.65,275.68,136.77,1.17,22.77,26.45,5.1,0.0
20150116:1146,98.93,83.36,69.27,0.39,9.71,25.69,4.28,0.0
20150116:1246,0.0,0.0,0.0,0.0,0.0,24.79,4.0,0.0
20150116:1346,0.0,0.0,0.0,0.0,0.0,24.27,3.86,0.0
20150116:1446,0.0,0.0,0.0,0.0,0.0,24.01,3.79,0.0
20150116:1546,0.0,0.0,0.0,0.0,0.0,23.81,3.72,0.0
20150116:1646,0.0,0.0,0.0,0.0,0.0,23.66,3.66,0.0
20150116:1746,0.0,0.0,0.0,0.0,0.0,23.54,3.59,0.0
20150116:1846,0.0,0.0,0.0,0.0,0.0,23.56,3.45,0.0
20150116:1946,0.0,0.0,0.0,0.0,0.0,23.38,3.17,0.0
20150116:2046,0.0,0.0,0.0,0.0,0.0,23.25,2.9,0.0
20150116:2146,0.0,0.0,0.0,0.0,0.0,23.07,2.76,0.0
20150116:2246,0.0,0.0,0.0,0.0,0.0,22.92,2.48,0.0
20150116:2346,0.0,0.0,0.0,0.0,0.0,22.71,2.41,0.0
20150117:0046,0.0,0.0,0.0,0.0,0.0,22.35,2.34,0.0
20150117:0146,73.34,53.58,62.82,0.3,8.24,22.8,2.07,0.0
20150117:0246,269.92,194.93,157.2,1.0,21.39,24.59,2.48,0.0
20150117:0346,477.53,417.46,194.41,1.78,33.76,25.96,3.31,0.0
20150117:0446,484.57,278.08,345.35,1.94,44.71,26.9,3.93,0.0
20150117:0546,684.54,623.97,268.41,2.69,52.95,27.49,4.48,0.0
20150117:0646,755.8,784.96,205.36,2.98,56.39,27.8,4.9,0.0
20150117:0746,743.57,792.8,177.88,2.91,53.66,27.86,5.03,0.0
20150117:0846,651.19,655.81,185.3,2.51,45.88,27.71,4.9,0.0
20150117:0946,509.91,480.96,170.63,1.91,35.17,27.37,4.83,0.0
20150117:1046,318.92,277.39,136.63,1.17,22.92,26.72,4.55,0.0
20150117:1146,101.6,85.78,70.41,0.4,9.85,25.77,4.07,0.0
20150117:1246,0.0,0.0,0.0,0.0,0.0,24.8,3.93,0.0
20150117:1346,0.0,0.0,0.0,0.0,0.0,24.35,4.0,0.0
20150117:1446,0.0,0.0,0.0,0.0,0.0,24.06,4.21,0.0
20150117:1546,0.0,0.0,0.0,0.0,0.0,23.87,4.21,0.0
20150117:1646,0.0,0.0,0.0,0.0,0.0,23.69,4.0,0.0
20150117:1746,0.0,0.0,0.0,0.0,0.0,23.47,3.66,0.0
20150117:1846,0.0,0.0,0.0,0.0,0.0,23.3,3.24,0.0
20150117:1946,0.0,0.0,0.0,0.0,0.0,23.1,3.03,0.0
20150117:2046,0.0,0.0,0.0,0.0,0.0,22.89,2.76,0.0
20150117:2146,0.0,0.0,0.0,0.0,0.0,22.67,2.55,0.0
20150117:2246,0.0,0.0,0.0,0.0,0.0,22.39,2.28,0.0
20150117:2346,0.0,0.0,0.0,0.0,0.0,21.91,2.0,0.0
20150118:0046,0.0,0.0,0.0,0.0,0.0,21.14,1.79,0.0
20150118:0146,72.19,51.71,62.58,0.29,8.23,21.54,1.45,0.0
20150118:0246,287.16,229.58,146.44,1.05,21.4,24.5,1.59,0.0
20150118:0346,490.87,460.11,174.1,1.83,33.8,25.67,2.28,0.0
20150118:0446,560.05,439.27,288.84,2.2,44.8,26.55,2.9,0.0
20150118:0546,705.3,704.46,225.35,2.79,53.09,27.17,3.45,0.0
20150118:0646,710.48,657.94,277.33,2.84,56.59,27.34,3.86,0.0
20150118:0746,682.89,616.64,275.75,2.71,53.87,27.42,4.21,0.0
20150118:0846,651.86,658.34,185.18,2.52,46.08,27.25,4.41,0.0
20150118:0946,515.0,491.85,166.4,1.93,35.34,26.87,4.41,0.0
20150118:1046,331.13,301.5,127.62,1.21,23.07,26.32,4.28,0.0
20150118:1146,104.62,89.68,70.57,0.41,9.98,25.48,3.52,0.0
20150118:1246,0.0,0.0,0.0,0.0,0.0,24.42,3.31,0.0
20150118:1346,0.0,0.0,0.0,0.0,0.0,23.8,3.45,0.0
20150118:1446,0.0,0.0,0.0,0.0,0.0,23.51,3.59,0.0
20150118:1546,0.0,0.0,0.0,0.0,0.0,23.36,3.59,0.0
20150118:1646,0.0,0.0,0.0,0.0,0.0,23.22,3.59,0.0
20150118:1746,0.0,0.0,0.0,0.0,0.0,23.09,3.45,0.0
20150118:1846,0.0,0.0,0.0,0.0,0.0,23.0,3.24,0.0
20150118:1946,0.0,0.0,0.0,0.0,0.0,22.88,3.17,0.0
20150118:2046,0.0,0.0,0.0,0.0,0.0,22.82,2.97,0.0
20150118:2146,0.0,0.0,0.0,0.0,0.0,22.73,2.9,0.0
20150118:2246,0.0,0.0,0.0,0.0,0.0,22.6,2.69,0.0
20150118:2346,0.0,0.0,0.0,0.0,0.0,22.29,2.55,0.0
20150119:0046,0.0,0.0,0.0,0.0,0.0,21.79,2.34,0.0
20150119:0146,71.92,51.55,62.54,0.29,8.22,21.94,2.0,0.0
20150119:0246,287.77,229.12,146.32,1.05,21.41,24.52,2.21,0.0
20150119:0346,494.44,459.42,173.94,1.83,33.85,25.81,3.31,0.0
20150119:0446,636.24,624.41,197.59,2.44,44.89,26.6,4.07,0.0
20150119:0546,669.65,575.7,294.18,2.64,53.25,27.0,4.48,0.0
20150119:0646,717.27,659.44,277.18,2.84,56.8,27.07,4.55,0.0
20150119:0746,715.42,696.55,234.99,2.81,54.09,27.12,4.69,0.0
20150119:0846,623.3,565.61,236.44,2.41,46.28,27.0,4.76,0.0
20150119:0946,497.9,440.43,193.79,1.88,35.52,26.65,4.76,0.0
20150119:1046,324.43,281.98,137.51,1.19,23.23,26.14,4.62,0.0
20150119:1146,107.41,92.01,71.68,0.42,10.12,25.38,3.93,0.0
20150119:1246,0.0,0.0,0.0,0.0,0.0,24.46,3.52,0.0
20150119:1346,0.0,0.0,0.0,0.0,0.0,24.1,3.24,0.0
20150119:1446,0.0,0.0,0.0,0.0,0.0,23.7,3.1,0.0
20150119:1546,0.0,0.0,0.0,0.0,0.0,23.49,3.1,0.0
20150119:1646,0.0,0.0,0.0,0.0,0.0,23.27,3.24,0.0
20150119:1746,0.0,0.0,0.0,0.0,0.0,23.02,3.38,0.0
20150119:1846,0.0,0.0,0.0,0.0,0.0,22.82,3.31,0.0
20150119:1946,0.0,0.0,0.0,0.0,0.0,22.67,3.24,0.0
20150119:2046,0.0,0.0,0.0,0.0,0.0,22.54,3.1,0.0
20150119:2146,0.0,0.0,0.0,0.0,0.0,22.41,3.03,0.0
20150119:2246,0.0,0.0,0.0,0.0,0.0,22.3,3.1,0.0
20150119:2346,0.0,0.0,0.0,0.0,0.0,22.22,3.17,0.0
20150120:0046,0.0,0.0,0.0,0.0,0.0,22.18,3.1,0.0
20150120:0146,71.58,51.37,62.5,0.29,8.21,22.51,2.62,0.0
20150120:0246,279.04,210.56,152.62,1.03,21.43,24.27,2.55,0.0
20150120:0346,505.74,486.25,160.42,1.87,33.9,25.6,3.45,0.0
20150120:0446,636.49,624.75,197.45,2.44,44.99,26.32,3.93,0.0
20150120:0546,733.44,762.11,194.91,2.87,53.4,26.78,4.41,0.0
20150120:0646,767.9,819.64,188.18,3.03,57.01,27.07,4.48,0.0
20150120:0746,744.72,784.19,185.93,2.92,54.32,27.15,4.9,0.0
20150120:0846,670.86,701.1,162.86,2.58,46.49,27.0,4.97,0.0
20150120:0946,530.74,525.16,150.52,1.98,35.7,26.65,4.9,0.0
20150120:1046,328.09,288.57,135.4,1.21,23.38,26.12,4.62,0.0
20150120:1146,109.42,95.8,70.68,0.43,10.25,25.29,3.86,0.0
20150120:1246,0.0,0.0,0.0,0.0,0.0,24.24,3.59,0.0
20150120:1346,0.0,0.0,0.0,0.0,0.0,23.64,3.86,0.0
20150120:1446,0.0,0.0,0.0,0.0,0.0,23.34,4.14,0.0
20150120:1546,0.0,0.0,0.0,0.0,0.0,23.18,4.34,0.0
20150120:1646,0.0,0.0,0.0,0.0,0.0,23.03,4.41,0.0
20150120:1746,0.0,0.0,0.0,0.0,0.0,22.89,4.48,0.0
20150120:1846,0.0,0.0,0.0,0.0,0.0,22.93,4.14,0.0
20150120:1946,0.0,0.0,0.0,0.0,0.0,22.74,3.79,0.0
20150120:2046,0.0,0.0,0.0,0.0,0.0,22.53,3.52,0.0
20150120:2146,0.0,0.0,0.0,0.0,0.0,22.39,3.31,0.0
20150120:2246,0.0,0.0,0.0,0.0,0.0,22.23,3.24,0.0
20150120:2346,0.0,0.0,0.0,0.0,0.0,22.1,3.24,0.0
20150121:0046,0.0,0.0,0.0,0.0,0.0,22.0,3.24,0.0
20150121:0146,63.1,39.24,62.02,0.27,8.21,22.36,3.03,0.0
20150121:0246,252.86,161.11,167.16,0.96,21.45,23.98,3.52,0.0
20150121:0346,483.56,417.31,194.94,1.79,33.96,25.21,4.55,0.0
20150121:0446,642.77,625.06,198.39,2.45,45.1,25.91,4.69,0.0
20150121:0546,700.58,652.92,255.73,2.75,53.57,26.5,4.62,0.0
20150121:0646,788.86,883.17,150.91,3.11,57.22,26.91,4.69,0.0
20150121:0746,769.86,877.24,130.49,3.02,54.55,27.03,4.55,0.0
20150121:0846,677.14,728.65,147.89,2.61,46.69,26.98,4.41,0.0
20150121:0946,541.59,556.91,134.62,2.03,35.88,26.64,4.48,0.0
20150121:1046,339.85,313.64,125.26,1.24,23.54,26.05,4.48,0.0
20150121:1146,118.77,111.42,68.41,0.46,10.38,25.15,4.0,0.0
20150121:1246,0.0,0.0,0.0,0.0,0.0,24.0,3.79,0.0
20150121:1346,0.0,0.0,0.0,0.0,0.0,23.27,3.59,0.0
20150121:1446,0.0,0.0,0.0,0.0,0.0,22.83,3.45,0.0
20150121:1546,0.0,0.0,0.0,0.0,0.0,22.48,3.38,0.0
20150121:1646,0.0,0.0,0.0,0.0,0.0,22.22,3.31,0.0
20150121:1746,0.0,0.0,0.0,0.0,0.0,22.0,3.24,0.0
20150121:1846,0.0,0.0,0.0,0.0,0.0,22.39,2.9,0.0
20150121:1946,0.0,0.0,0.0,0.0,0.0,22.19,2.83,0.0
20150121:2046,0.0,0.0,0.0,0.0,0.0,21.99,2.83,0.0
20150121:2146,0.0,0.0,0.0,0.0,0.0,22.04,2.76,0.0
20150121:2246,0.0,0.0,0.0,0.0,0.0,22.07,2.83,0.0
20150121:2346,0.0,0.0,0.0,0.0,0.0,22.31,2.69,0.0
20150122:0046,0.0,0.0,0.0,0.0,0.0,22.41,2.83,0.0
20150122:0146,78.46,62.87,61.63,0.31,8.21,22.59,2.76,0.0
20150122:0246,243.68,146.6,170.15,0.93,21.48,23.3,2.76,0.0
20150122:0346,388.17,228.0,266.65,1.51,34.02,24.15,2.83,0.0
20150122:0446,622.47,579.11,222.9,2.39,45.21,24.5,3.17,0.0
20150122:0546,436.96,136.56,423.19,1.84,53.74,24.84,3.52,0.0
20150122:0646,430.22,113.09,440.2,1.83,57.45,26.26,4.21,0.0
20150122:0746,641.47,491.24,340.15,2.57,54.78,26.5,4.28,0.0
20150122:0846,406.67,142.77,378.36,1.7,46.91,26.34,4.34,0.0
20150122:0946,142.14,1.17,191.72,0.66,36.06,25.82,4.69,0.0
20150122:1046,53.51,0.0,83.55,0.29,23.69,25.65,4.55,0.0
20150122:1146,53.88,14.74,71.24,0.27,10.52,25.28,4.07,0.0
20150122:1246,0.0,0.0,0.0,0.0,0.0,24.56,3.38,0.0
20150122:1346,0.0,0.0,0.0,0.0,0.0,24.15,3.31,0.0
20150122:1446,0.0,0.0,0.0,0.0,0.0,23.96,3.24,0.0
20150122:1546,0.0,0.0,0.0,0.0,0.0,23.8,3.17,0.0
20150122:1646,0.0,0.0,0.0,0.0,0.0,23.62,3.1,0.0
20150122:1746,0.0,0.0,0.0,0.0,0.0,23.46,3.03,0.0
20150122:1846,0.0,0.0,0.0,0.0,0.0,23.86,3.1,0.0
20150122:1946,0.0,0.0,0.0,0.0,0.0,23.75,3.03,0.0
20150122:2046,0.0,0.0,0.0,0.0,0.0,23.3,2.69,0.0
20150122:2146,0.0,0.0,0.0,0.0,0.0,23.41,2.14,0.0
20150122:2246,0.0,0.0,0.0,0.0,0.0,23.21,1.86,0.0
20150122:2346,0.0,0.0,0.0,0.0,0.0,22.82,1.79,0.0
20150123:0046,0.0,0.0,0.0,0.0,0.0,22.78,1.72,0.0
20150123:0146,36.16,10.15,52.26,0.2,8.22,23.01,1.86,0.0
20150123:0246,324.84,310.45,111.28,1.15,21.51,23.86,2.41,0.0
20150123:0346,423.89,296.72,245.5,1.63,34.09,24.9,2.76,0.0
20150123:0446,293.93,42.71,337.76,1.28,45.32,25.74,3.31,0.0
20150123:0546,497.42,220.49,420.06,2.06,53.91,26.25,3.93,0.0
20150123:0646,568.48,311.72,425.05,2.34,57.68,26.8,4.07,0.0
20150123:0746,660.04,538.04,320.75,2.64,55.02,26.84,4.21,0.0
20150123:0846,649.03,631.75,206.29,2.52,47.12,26.66,4.34,0.0
20150123:0946,529.23,511.59,162.66,1.99,36.24,26.32,4.55,0.0
20150123:1046,345.55,322.77,122.96,1.27,23.85,26.09,4.62,0.0
20150123:1146,116.32,103.9,71.83,0.46,10.65,25.61,4.21,0.0
20150123:1246,0.0,0.0,0.0,0.0,0.0,25.05,3.79,0.0
20150123:1346,0.0,0.0,0.0,0.0,0.0,24.58,3.52,0.0
20150123:1446,0.0,0.0,0.0,0.0,0.0,24.4,3.1,0.0
20150123:1546,0.0,0.0,0.0,0.0,0.0,24.42,2.9,0.0
20150123:1646,0.0,0.0,0.0,0.0,0.0,24.19,2.76,0.0
20150123:1746,0.0,0.0,0.0,0.0,0.0,23.96,2.62,0.0
20150123:1846,0.0,0.0,0.0,0.0,0.0,24.15,2.34,0.0
20150123:1946,0.0,0.0,0.0,0.0,0.0,23.94,2.34,0.0
20150123:2046,0.0,0.0,0.0,0.0,0.0,23.77,2.28,0.0
20150123:2146,0.0,0.0,0.0,0.0,0.0,23.53,2.21,0.0
20150123:2246,0.0,0.0,0.0,0.0,0.0,23.41,2.21,0.0
20150123:2346,0.0,0.0,0.0,0.0,0.0,23.19,2.41,0.0
20150124:0046,0.0,0.0,0.0,0.0,0.0,22.99,2.28,0.0
20150124:0146,70.26,50.51,62.25,0.29,8.22,23.26,2.07,0.0
20150124:0246,159.07,43.51,169.78,0.69,21.55,24.06,2.41,0.0
20150124:0346,146.66,2.38,195.73,0.68,34.16,24.71,2.9,0.0
20150124:0446,73.91,0.0,109.11,0.38,45.44,25.25,3.17,0.0
20150124:0546,53.59,0.0,83.55,0.29,54.09,25.17,3.45,0.0
20150124:0646,362.14,53.01,413.81,1.57,57.91,26.34,4.21,0.0
20150124:0746,639.2,481.99,346.67,2.57,55.26,26.78,4.41,0.0
20150124:0846,305.19,43.26,351.41,1.33,47.33,26.77,4.55,0.0
20150124:0946,457.18,334.94,247.93,1.77,36.42,26.54,4.55,0.0
20150124:1046,337.58,302.2,133.99,1.25,24.0,26.43,4.62,0.0
20150124:1146,110.8,90.06,77.05,0.45,10.78,25.96,4.48,0.0
20150124:1246,0.0,0.0,0.0,0.0,0.0,25.25,4.21,0.0
20150124:1346,0.0,0.0,0.0,0.0,0.0,24.81,4.21,0.0
20150124:1446,0.0,0.0,0.0,0.0,0.0,24.52,4.28,0.0
20150124:1546,0.0,0.0,0.0,0.0,0.0,24.33,4.28,0.0
20150124:1646,0.0,0.0,0.0,0.0,0.0,24.03,4.0,0.0
20150124:1746,0.0,0.0,0.0,0.0,0.0,23.75,3.66,0.0
20150124:1846,0.0,0.0,0.0,0.0,0.0,23.46,3.59,0.0
20150124:1946,0.0,0.0,0.0,0.0,0.0,23.12,3.31,0.0
20150124:2046,0.0,0.0,0.0,0.0,0.0,22.74,3.17,0.0
20150124:2146,0.0,0.0,0.0,0.0,0.0,22.4,3.1,0.0
20150124:2246,0.0,0.0,0.0,0.0,0.0,22.11,3.03,0.0
20150124:2346,0.0,0.0,0.0,0.0,0.0,21.98,2.9,0.0
20150125:0046,0.0,0.0,0.0,0.0,0.0,21.97,2.83,0.0
20150125:0146,86.3,77.07,59.69,0.33,8.24,22.44,2.76,0.0
20150125:0246,317.62,288.45,121.24,1.13,21.59,23.76,3.59,0.0
20150125:0346,531.82,544.99,128.12,1.94,34.24,24.66,4.28,0.0
20150125:0446,680.99,742.26,131.27,2.59,45.57,25.53,4.55,0.0
20150125:0546,767.1,858.02,140.14,3.0,54.28,26.12,4.62,0.0
20150125:0646,765.27,781.73,214.7,3.02,58.15,26.23,4.83,0.0
20150125:0746,722.4,693.22,243.34,2.85,55.51,26.47,4.9,0.0
20150125:0846,575.87,427.4,309.46,2.27,47.55,26.39,4.9,0.0
20150125:0946,517.27,468.89,188.03,1.96,36.61,26.13,4.9,0.0
20150125:1046,313.66,243.94,160.21,1.18,24.16,25.76,4.83,0.0
20150125:1146,113.15,93.72,76.07,0.45,10.91,25.1,4.34,0.0
20150125:1246,0.0,0.0,0.0,0.0,0.0,24.12,3.86,0.0
20150125:1346,0.0,0.0,0.0,0.0,0.0,23.66,3.66,0.0
20150125:1446,0.0,0.0,0.0,0.0,0.0,23.42,3.38,0.0
20150125:1546,0.0,0.0,0.0,0.0,0.0,23.29,3.24,0.0
20150125:1646,0.0,0.0,0.0,0.0,0.0,23.3,3.24,0.0
20150125:1746,0.0,0.0,0.0,0.0,0.0,23.45,3.17,0.0
20150125:1846,0.0,0.0,0.0,0.0,0.0,23.48,2.76,0.0
20150125:1946,0.0,0.0,0.0,0.0,0.0,23.22,2.69,0.0
20150125:2046,0.0,0.0,0.0,0.0,0.0,23.08,2.62,0.0
20150125:2146,0.0,0.0,0.0,0.0,0.0,22.74,2.62,0.0
20150125:2246,0.0,0.0,0.0,0.0,0.0,22.71,2.55,0.0
20150125:2346,0.0,0.0,0.0,0.0,0.0,22.79,2.55,0.0
20150126:0046,0.0,0.0,0.0,0.0,0.0,22.73,2.55,0.0
20150126:0146,55.44,30.0,60.71,0.26,8.26,23.32,2.28,0.0
20150126:0246,304.93,267.32,130.04,1.11,21.64,24.76,2.62,0.0
20150126:0346,481.11,418.34,195.24,1.81,34.32,25.88,3.93,0.0
20150126:0446,625.04,581.4,223.31,2.41,45.7,26.6,4.41,0.0
20150126:0546,638.59,487.83,340.1,2.56,54.47,26.74,4.34,0.0
20150126:0646,737.83,709.79,256.85,2.95,58.4,26.59,4.21,0.0
20150126:0746,753.35,810.41,177.74,2.99,55.76,26.87,4.21,0.0
20150126:0846,663.34,674.1,186.14,2.59,47.77,26.91,4.14,0.0
20150126:0946,531.68,517.72,163.27,2.02,36.79,26.78,4.14,0.0
20150126:1046,343.21,311.26,132.81,1.28,24.31,26.37,4.07,0.0
20150126:1146,115.07,95.89,77.14,0.46,11.04,25.81,3.38,0.0
20150126:1246,0.0,0.0,0.0,0.0,0.0,25.11,3.1,0.0
20150126:1346,0.0,0.0,0.0,0.0,0.0,24.63,2.9,0.0
20150126:1446,0.0,0.0,0.0,0.0,0.0,24.17,2.83,0.0
20150126:1546,0.0,0.0,0.0,0.0,0.0,23.87,2.76,0.0
20150126:1646,0.0,0.0,0.0,0.0,0.0,23.52,2.69,0.0
20150126:1746,0.0,0.0,0.0,0.0,0.0,23.19,2.62,0.0
20150126:1846,0.0,0.0,0.0,0.0,0.0,23.03,2.41,0.0
20150126:1946,0.0,0.0,0.0,0.0,0.0,22.78,2.41,0.0
20150126:2046,0.0,0.0,0.0,0.0,0.0,22.79,2.62,0.0
20150126:2146,0.0,0.0,0.0,0.0,0.0,22.97,3.03,0.0
20150126:2246,0.0,0.0,0.0,0.0,0.0,23.06,3.38,0.0
20150126:2346,0.0,0.0,0.0,0.0,0.0,23.06,3.52,0.0
20150127:0046,0.0,0.0,0.0,0.0,0.0,23.26,3.31,0.0
20150127:0146,62.72,39.77,61.87,0.28,8.28,23.61,3.1,0.0
20150127:0246,207.67,96.48,177.08,0.84,21.68,25.13,3.72,0.0
20150127:0346,190.88,15.38,236.82,0.86,34.4,26.02,4.83,0.0
20150127:0446,194.19,2.29,254.68,0.88,45.83,26.35,4.9,0.0
20150127:0546,661.34,534.61,319.65,2.63,54.67,26.52,4.83,0.0
20150127:0646,201.93,0.0,266.38,0.92,58.65,26.4,5.38,0.0
20150127:0746,345.24,44.96,398.53,1.5,56.02,26.59,5.59,0.0
20150127:0846,478.7,232.26,376.89,1.95,47.99,26.27,5.52,0.0
20150127:0946,192.29,10.4,243.33,0.87,36.98,26.04,5.52,0.0
20150127:1046,291.18,195.14,180.35,1.12,24.46,25.83,5.24,0.0
20150127:1146,86.69,46.88,84.23,0.39,11.17,25.48,4.41,0.0
20150127:1246,0.0,0.0,0.0,0.0,0.0,25.1,3.93,0.0
20150127:1346,0.0,0.0,0.0,0.0,0.0,24.65,3.79,0.0
20150127:1446,0.0,0.0,0.0,0.0,0.0,24.34,3.79,0.0
20150127:1546,0.0,0.0,0.0,0.0,0.0,24.02,3.66,0.0
20150127:1646,0.0,0.0,0.0,0.0,0.0,23.73,3.59,0.0
20150127:1746,0.0,0.0,0.0,0.0,0.0,23.48,3.45,0.0
20150127:1846,0.0,0.0,0.0,0.0,0.0,23.48,3.24,0.0
20150127:1946,0.0,0.0,0.0,0.0,0.0,23.17,3.1,0.0
20150127:2046,0.0,0.0,0.0,0.0,0.0,22.92,2.97,0.0
20150127:2146,0.0,0.0,0.0,0.0,0.0,22.89,2.76,0.0
20150127:2246,0.0,0.0,0.0,0.0,0.0,23.0,2.55,0.0
20150127:2346,0.0,0.0,0.0,0.0,0.0,22.78,2.55,0.0
20150128:0046,0.0,0.0,0.0,0.0,0.0,22.65,2.48,0.0
20150128:0146,78.58,64.25,61.41,0.32,8.3,23.15,2.28,0.0
20150128:0246,296.67,246.83,139.63,1.09,21.74,24.69,2.69,0.0
20150128:0346,440.0,325.8,235.64,1.69,34.49,25.84,3.79,0.0
20150128:0446,394.75,135.15,372.12,1.65,45.97,26.3,3.79,0.0
20150128:0546,628.57,468.37,349.32,2.54,54.87,26.79,3.93,0.0
20150128:0646,642.88,462.14,378.71,2.63,58.91,26.73,3.66,0.0
20150128:0746,742.45,784.45,195.27,2.98,56.27,26.93,3.66,0.0
20150128:0846,666.12,678.63,185.82,2.61,48.22,26.72,4.0,0.0
20150128:0946,529.53,502.85,173.25,2.02,37.16,26.35,4.28,0.0
20150128:1046,349.37,320.17,130.5,1.3,24.62,26.08,4.28,0.0
20150128:1146,119.24,100.14,78.17,0.48,11.3,25.77,3.79,0.0
20150128:1246,0.0,0.0,0.0,0.0,0.0,24.91,3.31,0.0
20150128:1346,0.0,0.0,0.0,0.0,0.0,24.34,3.17,0.0
20150128:1446,0.0,0.0,0.0,0.0,0.0,24.12,3.1,0.0
20150128:1546,0.0,0.0,0.0,0.0,0.0,23.9,3.03,0.0
20150128:1646,0.0,0.0,0.0,0.0,0.0,23.78,3.03,0.0
20150128:1746,0.0,0.0,0.0,0.0,0.0,23.73,2.9,0.0
20150128:1846,0.0,0.0,0.0,0.0,0.0,23.66,2.97,0.0
20150128:1946,0.0,0.0,0.0,0.0,0.0,23.5,2.76,0.0
20150128:2046,0.0,0.0,0.0,0.0,0.0,23.2,2.48,0.0
20150128:2146,0.0,0.0,0.0,0.0,0.0,22.9,2.34,0.0
20150128:2246,0.0,0.0,0.0,0.0,0.0,22.77,2.28,0.0
20150128:2346,0.0,0.0,0.0,0.0,0.0,22.63,2.28,0.0
20150129:0046,0.0,0.0,0.0,0.0,0.0,22.74,2.34,0.0
20150129:0146,86.54,78.59,59.5,0.34,8.33,23.19,2.48,0.0
20150129:0246,262.97,180.48,162.3,1.0,21.79,24.68,3.1,0.0
20150129:0346,376.66,206.15,274.68,1.49,34.59,26.14,4.34,0.0
20150129:0446,585.9,475.66,277.75,2.3,46.11,26.72,4.41,0.0
20150129:0546,707.84,675.02,249.37,2.82,55.08,27.25,4.41,0.0
20150129:0646,772.39,818.78,197.39,3.1,59.17,27.18,4.41,0.0
20150129:0746,769.66,847.14,158.27,3.05,56.54,26.78,4.69,0.0
20150129:0846,663.61,654.89,201.24,2.6,48.44,26.69,4.62,0.0
20150129:0946,534.98,514.43,167.94,2.04,37.35,26.5,4.55,0.0
20150129:1046,331.61,275.79,152.26,1.25,24.77,26.23,4.41,0.0
20150129:1146,130.4,120.42,73.98,0.51,11.43,25.77,4.14,0.0
20150129:1246,0.0,0.0,0.0,0.0,0.0,25.05,3.72,0.0
20150129:1346,0.0,0.0,0.0,0.0,0.0,24.57,3.66,0.0
20150129:1446,0.0,0.0,0.0,0.0,0.0,24.3,3.72,0.0
20150129:1546,0.0,0.0,0.0,0.0,0.0,24.19,3.79,0.0
20150129:1646,0.0,0.0,0.0,0.0,0.0,24.0,3.79,0.0
20150129:1746,0.0,0.0,0.0,0.0,0.0,23.77,3.79,0.0
20150129:1846,0.0,0.0,0.0,0.0,0.0,23.76,3.72,0.0
20150129:1946,0.0,0.0,0.0,0.0,0.0,23.55,3.59,0.0
20150129:2046,0.0,0.0,0.0,0.0,0.0,23.41,3.31,0.0
20150129:2146,0.0,0.0,0.0,0.0,0.0,23.33,2.97,0.0
20150129:2246,0.0,0.0,0.0,0.0,0.0,23.29,2.69,0.0
20150129:2346,0.0,0.0,0.0,0.0,0.0,23.24,2.48,0.0
20150130:0046,0.0,0.0,0.0,0.0,0.0,23.01,2.14,0.0
20150130:0146,49.9,22.77,59.7,0.24,8.37,23.11,1.79,0.0
20150130:0246,154.62,37.75,171.11,0.68,21.86,25.07,2.28,0.0
20150130:0346,301.68,102.27,287.13,1.26,34.69,26.27,3.59,0.0
20150130:0446,500.76,296.79,347.6,2.02,46.26,26.96,4.07,0.0
20150130:0546,507.53,229.54,425.77,2.11,55.3,27.38,4.48,0.0
20150130:0646,650.16,475.34,374.66,2.66,59.44,27.55,4.21,0.0
20150130:0746,723.37,716.06,236.36,2.92,56.8,27.73,4.07,0.0
20150130:0846,657.91,657.14,201.07,2.61,48.67,27.77,4.0,0.0
20150130:0946,521.79,486.9,184.19,2.02,37.53,27.43,4.0,0.0
20150130:1046,334.0,283.3,150.21,1.27,24.92,27.0,3.93,0.0
20150130:1146,92.44,52.83,86.51,0.41,11.55,26.24,3.66,0.0
20150130:1246,0.0,0.0,0.0,0.0,0.0,25.4,3.45,0.0
20150130:1346,0.0,0.0,0.0,0.0,0.0,24.58,3.45,0.0
20150130:1446,0.0,0.0,0.0,0.0,0.0,24.13,3.45,0.0
20150130:1546,0.0,0.0,0.0,0.0,0.0,23.9,3.52,0.0
20150130:1646,0.0,0.0,0.0,0.0,0.0,23.59,3.59,0.0
